Welcome.started,Welcome.stopped,target_bottom.started,target_bottom.stopped,target_top.started,target_top.stopped,fixation_demo.started,fixation_demo.stopped,Staircase.label,Staircase.startVal,Staircase.stepType,Staircase.stepSizes,Staircase.maxVal,Staircase.minVal,Staircase.CorrectAns,Staircase.nUp,Staircase.nDown,Staircase.SOA,Staircase.thisIndex,Staircase.thisRepN,Staircase.thisN,Staircase.direction,Staircase.stepSize,Staircase.intensity,Staircase.response,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,49,97,down,-2,-10,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,50,98,down,2,-4,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,50,99,down,-2,-8,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,51,100,down,-2,-6,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,51,101,up,2,-2,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,52,102,down,2,-4,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,52,103,down,-2,-4,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,53,104,down,-2,-2,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,53,105,up,2,-2,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,54,106,down,2,-4,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,54,107,down,-2,0,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,55,108,up,-2,-2,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,55,109,down,2,-6,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,56,110,down,2,-8,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,56,111,up,-2,-4,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,57,112,down,2,-10,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,57,113,up,-2,-6,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,58,114,down,2,-12,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,58,115,down,-2,-4,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,59,116,up,2,-10,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,59,117,down,-2,-2,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,60,118,up,-2,-4,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,60,119,up,2,-8,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,61,120,up,-2,-6,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,61,121,down,2,-10,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,62,122,down,2,-12,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,62,123,up,-2,-8,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,63,124,up,2,-10,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,63,125,down,-2,-6,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,64,126,up,2,-8,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,64,127,down,-2,-4,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,65,128,up,2,-6,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,65,129,up,-2,-6,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,66,130,down,2,-8,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,66,131,up,-2,-8,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,67,132,down,-2,-6,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,67,133,up,2,-6,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,68,134,up,2,-4,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,68,135,down,-2,-4,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,69,136,down,-2,-2,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,69,137,up,2,-2,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,70,138,up,2,0,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,70,139,down,-2,0,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,71,140,down,2,-2,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,71,141,up,-2,-2,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,72,142,up,-2,-4,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,72,143,up,2,0,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,73,144,down,2,-2,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,73,145,down,-2,-2,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,74,146,up,-2,-4,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,74,147,down,2,-4,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,75,148,down,2,-6,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,75,149,up,-2,-6,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,76,150,down,2,-8,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,76,151,down,-2,-4,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,77,152,down,2,-10,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,77,153,up,-2,-6,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,78,154,up,-2,-8,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,78,155,down,2,-12,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,79,156,up,-2,-10,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,79,157,up,2,-10,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,80,158,up,2,-8,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,80,159,down,-2,-8,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,81,160,down,-2,-6,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,81,161,up,2,-6,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,82,162,up,2,-4,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,82,163,down,-2,-4,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,83,164,up,2,-2,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,83,165,down,-2,-2,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,84,166,down,-2,0,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,84,167,up,2,0,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,85,168,up,2,2,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,85,169,down,-2,2,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,86,170,down,-2,4,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,86,171,up,2,4,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,87,172,up,2,6,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,87,173,down,-2,6,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,88,174,up,-2,4,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,88,175,down,2,4,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,89,176,up,-2,2,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,89,177,down,2,2,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,90,178,up,-2,0,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,90,179,down,2,0,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,91,180,up,-2,-2,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,91,181,down,2,-2,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,92,182,up,2,0,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,92,183,up,-2,-4,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,93,184,up,2,2,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,93,185,up,-2,-6,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,94,186,up,2,4,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,94,187,down,-2,-4,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,95,188,up,2,6,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,95,189,down,-2,-2,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,96,190,down,-2,0,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,96,191,up,2,8,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,97,192,down,2,6,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,97,193,down,-2,2,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,98,194,down,-2,4,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,98,195,up,2,8,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,99,196,up,2,10,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,99,197,up,-2,2,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightRight,200,lin,"[-64, -32, -32, -32, -16, -16, -8, -8, -4, -4, -2]",200,-200,right,1,1,18,0,100,198,up,-2,0,1,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
,,,,,,,,BrightLeft,-200,lin,"[64, 32, 32, 32, 16, 16, 8, 8, 4, 4, 2]",200,-200,left,1,1,18,1,100,199,down,2,8,0,it_021522,001,2022_Feb_15_1147,Wolfram,2021.2.3,100.00634540268108,
