PSE,SOA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Welcome.started,Welcome.stopped,target_bottom.started,target_bottom.stopped,target_top.started,target_top.stopped,fixation_demo.started,fixation_demo.stopped,fixation_1.started,fixation_1.stopped,sound_22.started,sound_22.stopped,sound_23.started,sound_23.stopped,sound_24.started,sound_24.stopped,sound_8.started,sound_8.stopped,sound_25.started,sound_25.stopped,grating_top_2.started,grating_top_2.stopped,grating_2.started,grating_2.stopped,sound_26.started,sound_26.stopped,sound_27.started,sound_27.stopped,sound_28.started,sound_28.stopped,sound_29.started,sound_29.stopped,sound_30.started,sound_30.stopped,sound_31.started,sound_31.stopped,sound_32.started,sound_32.stopped,sound_33.started,sound_33.stopped,trial_resp_2.keys,trial_resp_2.rt,trial_resp_2.started,trial_resp_2.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
-6,17,0,0,0,19,13.5568330279998,None,13.5568330279998,None,13.5568330279998,None,13.5568330279998,None,44.39297694000015,None,0.20165870890014048,0.22159181090000857,0.30165587990040876,0.32156262490025256,0.4016296619001878,0.42159004190034466,0.5016532609001843,0.5216066419002345,0.6016719019003176,0.6217004499003451,47.41244879299984,47.91235080500019,47.41244879299984,47.91235080500019,0.7016101159001664,0.7215981059002843,0.8017145879002783,0.8217387189001784,0.9016448879001473,0.9217059659004008,1.0015790219003975,1.0215658979000182,1.1015834119002648,1.1216406329003803,1.2016223309001361,1.2216961379003806,1.3015895989001365,1.3217175909003345,1.4016562379001698,1.421847765900111,left,0.9142345750001368,0.9816124819003562,None,48.442645804999756,None,it_021522,001,2022_Feb_15_1208,Wolfram,2021.2.3,99.98880225387141,
-6,38,0,1,1,40,,,,,,,,,49.24233532900007,None,0.20316513290026705,0.2231620719003331,0.3034182049004812,0.32321189990034327,0.4032452999003908,0.4232475619005527,0.5031896889004202,0.5232121779004046,0.6032530169004531,0.6232542059005937,258.7508833900001,259.25080416799983,258.7508833900001,259.25080416799983,0.7032322999002645,0.7232571739004925,0.8032332689003852,0.8232562519006024,0.9032501949004654,None,1.003304871900582,1.023221616900173,1.1032250879002277,1.123196810900481,1.2032768169005976,1.2232418539001628,1.3031935509002324,1.3232416059004208,1.403318866900463,1.423227312900508,right,0.693026669000119,1.183231304900346,None,259.55086398899994,None,it_021522,001,2022_Feb_15_1208,Wolfram,2021.2.3,99.98880225387141,
-6,28,0,2,2,30,,,,,,,,,260.35090278000007,None,0.20268523189997723,0.22275816389992542,0.3026398878996588,0.322674694899888,0.40277303589982694,0.422721933899993,0.5026818518999789,0.5227578338999592,0.6026824448999832,0.6226686228997096,261.8403002199998,262.34034466799994,261.8403002199998,262.34034466799994,0.7027086188995781,0.7227683998999055,0.8026920928996333,0.8226870708999741,0.9020642428999963,0.9221236808998583,1.0020385338998494,1.0220592798996222,1.10201762889983,None,1.2021461468998496,1.2220590969000114,1.3021178378999139,1.322078205899743,1.4020314988997598,1.4220559488999243,right,0.7649158889998944,1.0820785688997603,None,262.71028996899986,None,it_021522,001,2022_Feb_15_1208,Wolfram,2021.2.3,99.98880225387141,
-6,3,0,3,3,5,,,,,,,,,263.5102469029998,None,0.20306472389984265,0.2231411119000768,0.3031160399000328,0.32313673589987957,0.403121523900154,0.42316807389988753,0.5032284279000123,0.523139805899973,0.6031940099001076,0.6231027338999411,264.91025014700017,265.41026590699994,264.91025014700017,265.41026590699994,0.7031033459002174,0.7231186649000847,0.8030406258999392,None,0.9030341658999532,None,1.0032327589001397,1.0231131468999592,1.103166421899914,1.123117234899837,1.2031103309000173,1.2230355019000854,1.30316221890007,1.323056791899944,1.403142764900167,1.4231182099001671,right,0.9681491480000659,0.8331590919001428,None,265.9804292250001,None,it_021522,001,2022_Feb_15_1208,Wolfram,2021.2.3,99.98880225387141,
-6,26,0,4,4,28,,,,,,,,,266.7797621079999,None,0.20310301189965685,0.2232206218995998,0.303080283899817,0.3230719378998401,0.40315137989955474,0.42311144989980676,0.5032057428998087,0.5231333828996867,0.6031081228998119,0.6232161468997219,270.1797881950001,270.6798876990001,270.1797881950001,270.6798876990001,0.7031823208999413,0.723160711899709,0.803075287899901,0.8231898318999811,0.9030658528995446,0.9231249958997978,1.0030516898996211,1.0231634738997855,1.1031424958996467,1.123045511899818,1.2031665698996221,1.2231738378995942,1.3031606328995622,1.3231704158997672,1.4030724988997463,1.4230877158997828,left,0.6598467439998785,1.0631282468998506,None,270.9397872169998,None,it_021522,001,2022_Feb_15_1208,Wolfram,2021.2.3,99.98880225387141,
-6,14,0,5,5,16,,,,,,,,,271.73923928800014,None,0.2028138429000137,0.22282715490018745,0.3027347489000931,None,0.402790828900379,0.42277567690007345,0.5027797599000223,0.5227828519000468,0.6028001999002299,0.6227796719003891,273.38929732299994,273.8893089789999,273.38929732299994,273.8893089789999,0.7028772609000953,0.7227487559002839,0.8028833469002166,0.8228776399000708,0.9028479879002589,0.9228326859001754,1.0027264579002804,1.0228538469000341,1.102712430900283,1.1227608509002494,1.2028036259002874,1.2228030068999942,1.302799898900048,1.322734887900424,1.4027383309003199,1.4227464319001228,right,0.937886852000247,0.9427726489002453,None,274.4294091339998,None,it_021522,001,2022_Feb_15_1208,Wolfram,2021.2.3,99.98880225387141,
-6,0,0,6,6,2,,,,,,,,,275.2293198309999,None,0.2029456828995535,0.2229390798993336,0.3029418298992823,None,0.4030248408994339,0.4229931608992956,0.502936885899544,None,0.6029467388993908,None,276.34933448599986,276.8487480429999,276.34933448599986,276.8487480429999,0.7031037948995618,0.7230274798994287,0.8030353938993358,0.8230106028995579,0.9030308838991914,0.9230151178994674,1.0029546988994298,1.023006588899534,1.1029915268995865,1.12241650489932,1.202404183899489,1.2224151098994298,1.3024588028993094,1.3224382028993205,1.4024673368994627,1.4224382408992824,right,0.7904226610003207,0.8030353938993358,None,277.24876381800004,None,it_021522,001,2022_Feb_15_1208,Wolfram,2021.2.3,99.98880225387141,
-6,20,0,7,7,22,,,,,,,,,278.0488079339998,None,0.20312637689994517,0.22310265990017797,0.30316169090019685,0.32320623890018396,0.403166111900191,0.4230931739002699,0.5031975849001356,0.5230777659003252,0.6030189629000233,None,279.3788137060001,279.8789019000001,279.3788137060001,279.8789019000001,0.703041800900337,None,0.8030771399003243,0.823055616900092,0.9030379058999642,0.9230698859000768,1.0030263549001575,1.023267914900316,1.1030230049000238,1.1231806969003628,1.2030503058999784,1.2230246989001898,1.3030768728999647,1.323045048899985,1.4031968979002158,1.4230224389002615,left,1.0234600799999498,1.0030263549001575,None,280.50882932600007,None,it_021522,001,2022_Feb_15_1208,Wolfram,2021.2.3,99.98880225387141,
-6,16,0,8,8,18,,,,,,,,,281.308876477,None,0.20327771490019586,0.2232513199001005,0.3032519019002393,0.32325132389996725,0.40331003690016587,0.42320082790001834,0.5033103458999904,0.5232190588999401,0.6031991939003092,0.6231957279001108,283.468337882,283.9682753930001,283.468337882,283.9682753930001,0.7032595518999187,0.7232115729002544,0.8032370968999203,0.8232026219002364,0.9033145539001453,0.9234676219002722,1.0032599739001853,1.0232328299002802,1.1032946609002465,1.1232431119001376,1.2032703299000787,1.2232509399000264,1.303246400900207,None,1.4032459878999362,1.4232763229001648,right,1.1188657289999355,0.9634895139001856,None,284.68826225400016,None,it_021522,001,2022_Feb_15_1208,Wolfram,2021.2.3,99.98880225387141,
-6,18,0,9,9,20,,,,,,,,,285.488280345,None,0.20248292089991082,0.22243695689985543,0.3024280818999614,0.3224940199002049,0.40254049790019053,0.42253158690027703,0.5025171959000545,0.5224699359000624,0.6024586318999354,0.6225565848999395,287.537768486,288.0378578939999,287.537768486,288.0378578939999,0.7025320819002445,0.7225347808998777,0.8024501498998688,0.8225126728998475,0.9024777199001619,0.9224360889002128,1.0024734278999858,1.0224303679001423,1.102523974900123,1.1224268128999029,1.2024400369000432,1.2224836088998927,1.3025017139002557,1.3224916418998873,1.4025540599000124,1.4224755599002492,left,1.031996104999962,0.9825127559001885,None,288.67780761899985,None,it_021522,001,2022_Feb_15_1208,Wolfram,2021.2.3,99.98880225387141,
